Id,Weekly_Sales
8_2_2012-12-21,120.31
8_2_2012-12-28,10971.61
8_2_2013-01-04,9054.55
8_2_2013-01-11,3011.43
8_2_2013-01-18,10965.17
8_2_2013-01-25,10768.03
8_2_2013-02-01,10015.2
8_2_2013-02-08,1997.58
8_2_2013-02-15,6565.07
8_2_2013-02-22,3312.28
8_2_2013-03-01,8725.37
8_2_2013-03-08,8689.17
8_2_2013-03-15,6132.58
8_2_2013-03-22,4288.62
8_2_2013-03-29,6188.38
8_2_2013-04-05,7596.21
8_2_2013-04-12,11112.17
8_2_2013-04-19,4664.14
8_2_2013-04-26,5432.71
8_2_2013-05-03,6504.26
8_2_2013-05-10,9594.13
8_2_2013-05-17,4776.65
8_2_2013-05-24,6453.08
8_2_2013-05-31,4238.27
8_2_2013-06-07,7871.24
8_2_2013-06-14,9037.63
8_2_2013-06-21,2772.19
8_2_2013-06-28,10560.15
8_2_2013-07-05,9237.1
8_2_2013-07-12,11346.77
8_2_2013-07-19,4416.46
8_2_2013-07-26,8748.42
8_3_2012-11-02,8351.56
8_3_2012-11-09,8854.32
8_3_2012-11-16,8924.49
8_3_2012-11-23,5987.22
8_3_2012-11-30,5630.65
8_3_2012-12-07,11737.99
8_3_2012-12-14,10020.22
8_3_2012-12-21,5472.69
8_3_2012-12-28,3330.41
8_3_2013-01-04,6597.9
8_3_2013-01-11,9317.05
8_3_2013-01-18,3910.56
8_3_2013-01-25,5334.58
8_3_2013-02-01,4066.11
8_3_2013-02-08,8433.7
8_3_2013-02-15,6944.17
8_3_2013-02-22,1749.0
8_3_2013-03-01,3167.86
8_3_2013-03-08,3259.66
8_3_2013-03-15,8737.01
8_3_2013-03-22,9263.07
8_3_2013-03-29,8588.33
8_3_2013-04-05,1639.59
8_3_2013-04-12,1856.36
8_3_2013-04-19,8971.04
8_3_2013-04-26,5423.56
8_3_2013-05-03,9280.98
8_3_2013-05-10,11440.33
8_3_2013-05-17,8220.04
8_3_2013-05-24,3712.94
8_3_2013-05-31,11054.26
8_3_2013-06-07,7366.09
8_3_2013-06-14,6780.66
8_3_2013-06-21,3817.39
8_3_2013-06-28,4862.75
8_3_2013-07-05,7289.03
8_3_2013-07-12,1718.73
8_3_2013-07-19,6689.65
8_3_2013-07-26,6399.35
8_4_2012-11-02,6569.55
8_4_2012-11-09,5993.86
8_4_2012-11-16,4014.61
8_4_2012-11-23,9632.04
8_4_2012-11-30,9129.08
8_4_2012-12-07,9383.89
8_4_2012-12-14,-94.25
8_4_2012-12-21,2110.1
8_4_2012-12-28,-36.85
8_4_2013-01-04,12583.87
8_4_2013-01-11,4189.61
8_4_2013-01-18,7910.21
8_4_2013-01-25,6828.58
8_4_2013-02-01,7996.64
8_4_2013-02-08,370.37
8_4_2013-02-15,9500.29
8_4_2013-02-22,8058.81
8_4_2013-03-01,6521.92
8_4_2013-03-08,5585.72
8_4_2013-03-15,7297.36
8_4_2013-03-22,11421.35
8_4_2013-03-29,5991.6
8_4_2013-04-05,5851.83
8_4_2013-04-12,5450.29
8_4_2013-04-19,6656.57
8_4_2013-04-26,11594.42
8_4_2013-05-03,10755.9
8_4_2013-05-10,9479.42
8_4_2013-05-17,3942.22
8_4_2013-05-24,9901.28
8_4_2013-05-31,2175.2
8_4_2013-06-07,9622.89
8_4_2013-06-14,10190.5
8_4_2013-06-21,5693.4
8_4_2013-06-28,1707.23
8_4_2013-07-05,4222.44
8_4_2013-07-12,7339.3
8_4_2013-07-19,11822.74
8_4_2013-07-26,8716.84
8_5_2012-11-02,7450.62
8_5_2012-11-09,6539.65
8_5_2012-11-16,2634.67
8_5_2012-11-23,8406.91
8_5_2012-11-30,7223.01
8_5_2012-12-07,7697.77
8_5_2012-12-14,2518.17
8_5_2012-12-21,9000.77
8_5_2012-12-28,8684.62
8_5_2013-01-04,1537.02
8_5_2013-01-11,7672.0
8_5_2013-01-18,9900.57
8_5_2013-01-25,9079.93
8_5_2013-02-01,8478.98
8_5_2013-02-08,5732.44
8_5_2013-02-15,2787.86
8_5_2013-02-22,7496.81
8_5_2013-03-01,4767.13
8_5_2013-03-08,8193.3
8_5_2013-03-15,6719.44
8_5_2013-03-22,6539.25
8_5_2013-03-29,6340.51
8_5_2013-04-05,7690.0
8_5_2013-04-12,8997.94
8_5_2013-04-19,11210.11
8_5_2013-04-26,6686.69
8_5_2013-05-03,6849.49
8_5_2013-05-10,6141.2
8_5_2013-05-17,9011.16
8_5_2013-05-24,9617.78
8_5_2013-05-31,12087.6
8_5_2013-06-07,8627.82
8_5_2013-06-14,2052.62
8_5_2013-06-21,3124.76
8_5_2013-06-28,10852.07
8_5_2013-07-05,5739.55
8_5_2013-07-12,3004.87
8_5_2013-07-19,5819.25
8_5_2013-07-26,9528.66
8_6_2012-11-02,7199.38
8_6_2012-11-09,-73.63
8_6_2012-11-16,12173.68
8_6_2012-11-23,11669.97
8_6_2012-11-30,11070.75
8_6_2012-12-07,8758.43
8_6_2012-12-14,5800.82
8_6_2012-12-21,1734.01
8_6_2012-12-28,7067.68
8_6_2013-01-04,10362.17
8_6_2013-01-11,6176.77
8_6_2013-01-18,5145.26
8_6_2013-01-25,6747.1
8_6_2013-02-01,3690.9
8_6_2013-02-08,8823.46
8_6_2013-02-15,8537.55
8_6_2013-02-22,5320.9
8_6_2013-03-01,6822.2
8_6_2013-03-08,5467.01
8_6_2013-03-15,7412.46
8_6_2013-03-22,10290.37
8_6_2013-03-29,5408.48
8_6_2013-04-05,7358.28
8_6_2013-04-12,9721.61
8_6_2013-04-19,2382.03
8_6_2013-04-26,4157.12
8_6_2013-05-03,5582.85
8_6_2013-05-10,8657.77
8_6_2013-05-17,7883.63
8_6_2013-05-24,6624.57
8_6_2013-05-31,11763.49
8_6_2013-06-07,5948.34
8_6_2013-06-14,6558.68
8_6_2013-06-21,2743.14
8_6_2013-06-28,12788.7
8_6_2013-07-05,3156.33
8_6_2013-07-12,7167.57
8_6_2013-07-19,9030.41
8_6_2013-07-26,7283.86
8_7_2012-11-02,12200.45
8_7_2012-11-09,6861.49
8_7_2012-11-16,6899.14
8_7_2012-11-23,8479.72
8_7_2012-11-30,2047.95
8_7_2012-12-07,1659.79
8_7_2012-12-14,6658.31
8_7_2012-12-21,9371.29
8_7_2012-12-28,4053.67
8_7_2013-01-04,6200.44
8_7_2013-01-11,9529.06
8_7_2013-01-18,5599.44
8_7_2013-01-25,6454.11
8_7_2013-02-01,2522.76
8_7_2013-02-08,695.17
8_7_2013-02-15,12680.22
8_7_2013-02-22,5997.94
8_7_2013-03-01,10961.66
8_7_2013-03-08,7623.95
8_7_2013-03-15,9360.01
8_7_2013-03-22,4489.91
8_7_2013-03-29,6120.72
8_7_2013-04-05,1823.75
8_7_2013-04-12,2549.75
8_7_2013-04-19,2310.67
8_7_2013-04-26,2628.98
8_7_2013-05-03,7758.18
8_7_2013-05-10,8453.22
8_7_2013-05-17,9147.51
8_7_2013-05-24,10589.17
8_7_2013-05-31,5365.93
8_7_2013-06-07,10097.43
8_7_2013-06-14,8326.79
8_7_2013-06-21,9070.0
8_7_2013-06-28,6409.44
8_7_2013-07-05,7018.39
8_7_2013-07-12,2534.22
8_7_2013-07-19,7550.0
8_7_2013-07-26,3753.46
8_8_2012-11-02,8572.42
8_8_2012-11-09,1360.9
8_8_2012-11-16,6628.19
8_8_2012-11-23,10987.52
8_8_2012-11-30,10421.84
8_8_2012-12-07,10447.49
8_8_2012-12-14,2671.62
8_8_2012-12-21,11314.73
8_8_2012-12-28,9169.73
8_8_2013-01-04,4610.94
8_8_2013-01-11,5484.29
8_8_2013-01-18,12547.23
8_8_2013-01-25,10093.48
8_8_2013-02-01,7707.92
8_8_2013-02-08,1970.56
8_8_2013-02-15,6735.39
8_8_2013-02-22,4079.3
8_8_2013-03-01,4452.41
8_8_2013-03-08,1606.59
8_8_2013-03-15,6303.31
8_8_2013-03-22,11899.67
8_8_2013-03-29,1176.19
8_8_2013-04-05,1465.05
8_8_2013-04-12,9758.73
8_8_2013-04-19,8429.03
8_8_2013-04-26,8983.31
8_8_2013-05-03,101.94
8_8_2013-05-10,7827.97
8_8_2013-05-17,2866.05
8_8_2013-05-24,4389.84
8_8_2013-05-31,5891.67
8_8_2013-06-07,9935.88
8_8_2013-06-14,6775.83
8_8_2013-06-21,6695.49
8_8_2013-06-28,3222.58
8_8_2013-07-05,9108.06
8_8_2013-07-12,8269.25
8_8_2013-07-19,8738.14
8_8_2013-07-26,8348.7
8_9_2012-11-02,740.0
8_9_2012-11-09,11711.8
8_9_2012-11-16,1376.43
8_9_2012-11-23,5327.58
8_9_2012-11-30,8835.39
8_9_2012-12-07,7622.03
8_9_2012-12-14,8055.14
8_9_2012-12-21,4717.58
8_9_2012-12-28,6710.98
8_9_2013-01-04,10923.58
8_9_2013-01-11,7536.09
8_9_2013-01-18,8297.66
8_9_2013-01-25,2882.47
8_9_2013-02-01,8779.42
8_9_2013-02-08,9057.1
8_9_2013-02-15,5759.41
8_9_2013-02-22,9580.5
8_9_2013-03-01,8405.15
8_9_2013-03-08,5707.78
8_9_2013-03-15,11484.55
8_9_2013-03-22,8570.77
8_9_2013-03-29,8629.37
8_9_2013-04-05,12744.9
8_9_2013-04-12,6322.01
8_9_2013-04-19,1922.32
8_9_2013-04-26,10789.84
8_9_2013-05-03,8490.07
8_9_2013-05-10,8109.02
8_9_2013-05-17,5322.35
8_9_2013-05-24,6620.58
8_9_2013-05-31,7711.2
8_9_2013-06-07,8609.82
8_9_2013-06-14,6352.71
8_9_2013-06-21,7137.37
8_9_2013-06-28,6949.94
8_9_2013-07-05,5765.82
8_9_2013-07-12,8785.45
8_9_2013-07-19,9184.18
8_9_2013-07-26,6628.18
8_10_2012-11-02,6588.09
8_10_2012-11-09,717.17
8_10_2012-11-16,2324.8
8_10_2012-11-23,7414.49
8_10_2012-11-30,5727.52
8_10_2012-12-07,8818.94
8_10_2012-12-14,9042.77
8_10_2012-12-21,9687.17
8_10_2012-12-28,8343.24
8_10_2013-01-04,8536.13
8_10_2013-01-11,5647.44
8_10_2013-01-18,6190.33
8_10_2013-01-25,2040.7
8_10_2013-02-01,8912.84
8_10_2013-02-08,6872.62
8_10_2013-02-15,11874.98
8_10_2013-02-22,6347.07
8_10_2013-03-01,9140.12
8_10_2013-03-08,8870.69
8_10_2013-03-15,6711.0
8_10_2013-03-22,11287.72
8_10_2013-03-29,2190.19
8_10_2013-04-05,5745.73
8_10_2013-04-12,2126.68
8_10_2013-04-19,11336.49
8_10_2013-04-26,6342.84
8_10_2013-05-03,10273.0
8_10_2013-05-10,4323.6
8_10_2013-05-17,6280.2
8_10_2013-05-24,9663.61
8_10_2013-05-31,4109.24
8_10_2013-06-07,9013.87
8_10_2013-06-14,6168.79
8_10_2013-06-21,10186.68
8_10_2013-06-28,8456.67
8_10_2013-07-05,5646.78
8_10_2013-07-12,9274.08
8_10_2013-07-19,8469.6
8_10_2013-07-26,6455.48
8_11_2012-11-02,4575.09
8_11_2012-11-09,10267.4
8_11_2012-11-16,5919.15
8_11_2012-11-23,7771.87
8_11_2012-11-30,8967.57
8_11_2012-12-07,3893.38
8_11_2012-12-14,10928.02
8_11_2012-12-21,10782.48
8_11_2012-12-28,7437.36
8_11_2013-01-04,6909.27
8_11_2013-01-11,1882.5
8_11_2013-01-18,6222.31
8_11_2013-01-25,9182.0
8_11_2013-02-01,5846.8
8_11_2013-02-08,24.28
8_11_2013-02-15,6056.19
8_11_2013-02-22,8590.31
8_11_2013-03-01,6453.46
8_11_2013-03-08,4613.36
8_11_2013-03-15,1144.64
8_11_2013-03-22,7855.07
8_11_2013-03-29,2361.9
8_11_2013-04-05,8377.9
8_11_2013-04-12,4687.22
8_11_2013-04-19,9050.95
8_11_2013-04-26,9703.89
8_11_2013-05-03,6033.4
8_11_2013-05-10,6948.9
8_11_2013-05-17,6134.93
8_11_2013-05-24,2884.13
8_11_2013-05-31,6290.99
8_11_2013-06-07,2838.3
8_11_2013-06-14,2422.47
8_11_2013-06-21,9007.24
8_11_2013-06-28,4481.75
8_11_2013-07-05,9544.06
8_11_2013-07-12,1158.0
8_11_2013-07-19,11578.28
8_11_2013-07-26,5606.25
8_12_2012-11-02,6807.47
8_12_2012-11-09,10095.17
8_12_2012-11-16,7169.82
8_12_2012-11-23,9497.92
8_12_2012-11-30,2346.08
8_12_2012-12-07,7355.9
8_12_2012-12-14,7939.11
8_12_2012-12-21,9183.65
8_12_2012-12-28,6536.74
8_12_2013-01-04,8444.12
8_12_2013-01-11,4561.4
8_12_2013-01-18,1674.88
8_12_2013-01-25,7420.64
8_12_2013-02-01,9473.54
8_12_2013-02-08,5441.45
8_12_2013-02-15,1962.69
8_12_2013-02-22,5058.45
8_12_2013-03-01,8722.02
8_12_2013-03-08,10789.62
8_12_2013-03-15,2550.94
8_12_2013-03-22,11977.52
8_12_2013-03-29,6414.94
8_12_2013-04-05,11366.43
8_12_2013-04-12,6196.4
8_12_2013-04-19,4437.35
8_12_2013-04-26,5617.97
8_12_2013-05-03,7744.56
8_12_2013-05-10,1822.39
8_12_2013-05-17,6589.42
8_12_2013-05-24,11205.86
8_12_2013-05-31,6594.96
8_12_2013-06-07,6290.46
8_12_2013-06-14,7196.12
8_12_2013-06-21,6865.47
8_12_2013-06-28,8084.05
8_12_2013-07-05,5118.02
8_12_2013-07-12,8809.46
8_12_2013-07-19,7206.4
8_12_2013-07-26,7531.51
8_13_2012-11-02,1477.98
8_13_2012-11-09,1894.77
8_13_2012-11-16,4136.25
8_13_2012-11-23,6592.07
8_13_2012-11-30,7682.18
8_13_2012-12-07,11876.15
8_13_2012-12-14,8935.84
8_13_2012-12-21,11408.83
8_13_2012-12-28,4141.19
8_13_2013-01-04,9688.17
8_13_2013-01-11,-60.2
8_13_2013-01-18,9273.61
8_13_2013-01-25,8585.38
8_13_2013-02-01,6258.81
8_13_2013-02-08,5328.47
8_13_2013-02-15,3155.45
8_13_2013-02-22,8694.19
8_13_2013-03-01,9240.23
8_13_2013-03-08,8674.86
8_13_2013-03-15,6739.07
8_13_2013-03-22,4427.44
8_13_2013-03-29,6954.85
8_13_2013-04-05,3856.44
8_13_2013-04-12,7994.72
8_13_2013-04-19,6190.54
8_13_2013-04-26,10738.59
8_13_2013-05-03,3892.39
8_13_2013-05-10,6310.05
8_13_2013-05-17,9470.77
8_13_2013-05-24,9552.46
8_13_2013-05-31,8399.51
8_13_2013-06-07,8229.95
8_13_2013-06-14,780.68
8_13_2013-06-21,3546.48
8_13_2013-06-28,9107.0
8_13_2013-07-05,7006.28
8_13_2013-07-12,9641.02
8_13_2013-07-19,1690.48
8_13_2013-07-26,12131.87
8_14_2012-11-02,8775.19
8_14_2012-11-09,1294.25
8_14_2012-11-16,9621.17
8_14_2012-11-23,7010.43
8_14_2012-11-30,1588.08
8_14_2012-12-07,7537.89
8_14_2012-12-14,9887.5
8_14_2012-12-21,5867.32
8_14_2012-12-28,6636.05
8_14_2013-01-04,7574.64
8_14_2013-01-11,3058.03
8_14_2013-01-18,4203.07
8_14_2013-01-25,-391.22
8_14_2013-02-01,5930.0
8_14_2013-02-08,9022.54
8_14_2013-02-15,9491.19
8_14_2013-02-22,8514.85
8_14_2013-03-01,11175.47
8_14_2013-03-08,1272.87
8_14_2013-03-15,92.95
8_14_2013-03-22,7661.7
8_14_2013-03-29,11241.97
8_14_2013-04-05,7915.4
8_14_2013-04-12,9432.29
8_14_2013-04-19,5744.43
8_14_2013-04-26,8844.13
8_14_2013-05-03,5951.67
8_14_2013-05-10,6703.62
8_14_2013-05-17,11104.12
8_14_2013-05-24,8254.89
8_14_2013-05-31,6343.9
8_14_2013-06-07,2908.85
8_14_2013-06-14,9665.86
8_14_2013-06-21,7141.61
8_14_2013-06-28,9424.51
8_14_2013-07-05,9812.12
8_14_2013-07-12,1527.56
8_14_2013-07-19,10284.87
8_14_2013-07-26,7448.91
8_16_2012-11-02,8834.58
8_16_2012-11-09,8802.31
8_16_2012-11-16,9486.7
8_16_2012-11-23,9296.0
8_16_2012-11-30,4625.92
8_16_2012-12-07,1997.36
8_16_2012-12-14,9461.44
8_16_2012-12-21,11354.65
8_16_2012-12-28,6233.52
8_16_2013-01-04,1352.13
8_16_2013-01-11,3325.09
8_16_2013-01-18,10626.49
8_16_2013-01-25,659.27
8_16_2013-02-01,7461.1
8_16_2013-02-08,6029.59
8_16_2013-02-15,6339.12
8_16_2013-02-22,5527.32
8_16_2013-03-01,6939.84
8_16_2013-03-08,1579.56
8_16_2013-03-15,8263.39
8_16_2013-03-22,8945.46
8_16_2013-03-29,10047.71
8_16_2013-04-05,9682.02
8_16_2013-04-12,12214.47
8_16_2013-04-19,5196.06
8_16_2013-04-26,5431.29
8_16_2013-05-03,9222.32
8_16_2013-05-10,9625.69
8_16_2013-05-17,2281.58
8_16_2013-05-24,8900.02
8_16_2013-05-31,5809.63
8_16_2013-06-07,9547.4
8_16_2013-06-14,6749.46
8_16_2013-06-21,11183.35
8_16_2013-06-28,7773.44
8_16_2013-07-05,8103.87
8_16_2013-07-12,9495.99
8_16_2013-07-19,8672.98
8_16_2013-07-26,8975.88
8_17_2012-11-02,8546.78
8_17_2012-11-09,9905.06
8_17_2012-11-16,9425.63
8_17_2012-11-23,4320.73
8_17_2012-11-30,6612.39
8_17_2012-12-07,7181.53
8_17_2012-12-14,3177.87
8_17_2012-12-21,6694.67
8_17_2012-12-28,10053.37
8_17_2013-01-04,9682.43
8_17_2013-01-11,9059.43
8_17_2013-01-18,800.23
8_17_2013-01-25,7683.12
8_17_2013-02-01,5010.61
8_17_2013-02-08,1330.05
8_17_2013-02-15,10676.31
8_17_2013-02-22,2537.0
8_17_2013-03-01,6677.4
8_17_2013-03-08,8694.79
8_17_2013-03-15,5085.32
8_17_2013-03-22,8998.31
8_17_2013-03-29,8211.33
8_17_2013-04-05,4327.44
8_17_2013-04-12,3310.72
8_17_2013-04-19,6960.12
8_17_2013-04-26,10067.13
8_17_2013-05-03,302.25
8_17_2013-05-10,9226.37
8_17_2013-05-17,6990.83
8_17_2013-05-24,1922.55
8_17_2013-05-31,9471.92
8_17_2013-06-07,3286.24
8_17_2013-06-14,12474.22
8_17_2013-06-21,3965.07
8_17_2013-06-28,4432.58
8_17_2013-07-05,6468.32
8_17_2013-07-12,11140.56
8_17_2013-07-19,9950.22
8_17_2013-07-26,7907.93
8_18_2012-11-02,9260.87
8_18_2012-11-09,2828.91
8_18_2012-11-16,8615.48
8_18_2012-11-23,11390.89
8_18_2012-11-30,2868.21
8_18_2012-12-07,4847.15
8_18_2012-12-14,5580.65
8_18_2012-12-21,11910.39
8_18_2012-12-28,1548.88
8_18_2013-01-04,6184.73
8_18_2013-01-11,12311.97
8_18_2013-01-18,7556.3
8_18_2013-01-25,5797.86
8_18_2013-02-01,1984.57
8_18_2013-02-08,5851.8
8_18_2013-02-15,1902.63
8_18_2013-02-22,6432.74
8_18_2013-03-01,2795.05
8_18_2013-03-08,10222.08
8_18_2013-03-15,10856.13
8_18_2013-03-22,7010.88
8_18_2013-03-29,7682.45
8_18_2013-04-05,8415.7
8_18_2013-04-12,11979.27
8_18_2013-04-19,6051.14
8_18_2013-05-03,6197.08
8_18_2013-05-17,5963.99
8_18_2013-05-31,-189.87
8_18_2013-06-07,8880.66
8_18_2013-06-14,10433.79
8_18_2013-06-21,8925.96
8_18_2013-06-28,8767.61
8_18_2013-07-12,1286.24
8_18_2013-07-26,6537.24
8_19_2012-11-02,1478.95
8_19_2012-11-09,9403.07
8_19_2012-11-16,10262.83
8_19_2012-11-23,7484.96
8_19_2012-11-30,6803.09
8_19_2012-12-07,3189.34
8_19_2012-12-14,4326.44
8_19_2012-12-21,10231.8
8_19_2012-12-28,9078.39
8_19_2013-01-04,7636.49
8_19_2013-01-11,1851.76
8_19_2013-01-18,7572.97
8_19_2013-01-25,1997.74
8_19_2013-02-01,8064.81
8_19_2013-02-08,6396.35
8_19_2013-02-15,8974.09
8_19_2013-02-22,8304.51
8_19_2013-03-01,7539.61
8_19_2013-03-08,10777.68
8_19_2013-03-15,4839.39
8_19_2013-03-22,9874.78
8_19_2013-03-29,8283.29
8_19_2013-04-05,8508.19
8_19_2013-04-12,6353.28
8_19_2013-04-19,2035.88
8_19_2013-04-26,7270.92
8_19_2013-05-03,8786.64
8_19_2013-05-10,6181.32
8_19_2013-05-17,630.99
8_19_2013-05-24,2318.21
8_19_2013-05-31,3398.99
8_19_2013-06-07,5824.78
8_19_2013-06-14,8933.96
8_19_2013-06-21,743.15
8_19_2013-06-28,5665.32
8_19_2013-07-05,6595.09
8_19_2013-07-12,11688.71
8_19_2013-07-19,7870.84
8_19_2013-07-26,8808.16
8_20_2012-11-02,9432.74
8_20_2012-11-09,1005.41
8_20_2012-11-16,10083.87
8_20_2012-11-23,2879.87
8_20_2012-11-30,6250.88
8_20_2012-12-07,8677.78
8_20_2012-12-14,3820.37
8_20_2012-12-21,8213.53
8_20_2012-12-28,6658.73
8_20_2013-01-04,1258.82
8_20_2013-01-11,8431.97
8_20_2013-01-18,11402.32
8_20_2013-01-25,7922.02
8_20_2013-02-01,8162.31
8_20_2013-02-08,6295.62
8_20_2013-02-15,10437.9
8_20_2013-02-22,1256.61
8_20_2013-03-01,8975.1
8_20_2013-03-08,5432.5
8_20_2013-03-15,5560.57
8_20_2013-03-22,5377.72
8_20_2013-03-29,1996.13
8_20_2013-04-05,12074.9
8_20_2013-04-12,6945.43
8_20_2013-04-19,7797.41
8_20_2013-04-26,6658.12
8_20_2013-05-03,1058.85
8_20_2013-05-10,301.24
8_20_2013-05-17,6953.62
8_20_2013-05-24,4088.72
8_20_2013-05-31,7212.64
8_20_2013-06-07,11690.16
8_20_2013-06-14,12287.17
8_20_2013-06-21,9100.53
8_20_2013-06-28,5917.94
8_20_2013-07-05,7691.21
8_20_2013-07-12,9042.8
8_20_2013-07-19,463.68
8_20_2013-07-26,10445.18
8_21_2012-11-02,10045.93
8_21_2012-11-09,6158.58
8_21_2012-11-16,11056.19
8_21_2012-11-23,8602.74
8_21_2012-11-30,8769.08
8_21_2012-12-07,10576.35
8_21_2012-12-14,6629.04
8_21_2012-12-21,8284.88
8_21_2012-12-28,8226.21
8_21_2013-01-04,2164.37
8_21_2013-01-11,10486.34
8_21_2013-01-18,1953.71
8_21_2013-01-25,12662.34
8_21_2013-02-01,5239.1
8_21_2013-02-08,8947.99
8_21_2013-02-15,8755.72
8_21_2013-02-22,3103.91
8_21_2013-03-01,2839.88
8_21_2013-03-08,7365.72
8_21_2013-03-15,1851.38
8_21_2013-03-22,6838.27
8_21_2013-03-29,4131.03
8_21_2013-04-05,6255.47
8_21_2013-04-12,8026.9
8_21_2013-04-19,5900.7
8_21_2013-04-26,4608.63
8_21_2013-05-03,8288.94
8_21_2013-05-10,5358.47
8_21_2013-05-17,6973.27
8_21_2013-05-24,9344.24
8_21_2013-05-31,10471.03
8_21_2013-06-07,9434.62
8_21_2013-06-14,6761.01
8_21_2013-06-21,2061.49
8_21_2013-06-28,6372.81
8_21_2013-07-05,8645.9
8_21_2013-07-12,11019.13
8_21_2013-07-19,8358.78
8_21_2013-07-26,8785.54
8_22_2012-11-02,5452.02
8_22_2012-11-09,5658.54
8_22_2012-11-16,9043.12
8_22_2012-11-23,2694.82
8_22_2012-11-30,9439.66
8_22_2012-12-07,5395.68
8_22_2012-12-14,7564.75
8_22_2012-12-21,9834.4
8_22_2012-12-28,1154.65
8_22_2013-01-04,9185.67
8_22_2013-01-11,10731.63
8_22_2013-01-18,5506.85
8_22_2013-01-25,9529.0
8_22_2013-02-01,11010.96
8_22_2013-02-08,5320.99
8_22_2013-02-15,9993.51
8_22_2013-02-22,9796.09
8_22_2013-03-01,9068.91
8_22_2013-03-08,9309.47
8_22_2013-03-15,6883.7
8_22_2013-03-22,4229.14
8_22_2013-03-29,8401.18
8_22_2013-04-05,8690.36
8_22_2013-04-12,8427.22
8_22_2013-04-19,10120.14
8_22_2013-04-26,4684.42
8_22_2013-05-03,3667.01
8_22_2013-05-10,6568.48
8_22_2013-05-17,10868.94
8_22_2013-05-24,8372.37
8_22_2013-05-31,6384.65
8_22_2013-06-07,4346.86
8_22_2013-06-14,-181.03
8_22_2013-06-21,8057.75
8_22_2013-06-28,6589.01
8_22_2013-07-05,9127.16
8_22_2013-07-12,9017.74
8_22_2013-07-19,804.11
8_22_2013-07-26,2753.35
8_23_2012-11-02,2749.07
8_23_2012-11-09,2115.24
8_23_2012-11-16,9531.49
8_23_2012-11-23,6654.55
8_23_2012-11-30,786.36
8_23_2012-12-07,9714.82
8_23_2012-12-14,933.44
8_23_2012-12-21,9545.53
8_23_2012-12-28,10693.36
8_23_2013-01-04,11217.54
8_23_2013-01-11,9079.6
8_23_2013-01-18,2098.03
8_23_2013-01-25,6763.87
8_23_2013-02-01,6182.94
8_23_2013-02-08,9311.48
8_23_2013-02-15,7175.36
8_23_2013-02-22,2602.68
8_23_2013-03-01,1672.57
8_23_2013-03-08,2532.11
8_23_2013-03-15,2570.04
8_23_2013-03-22,4071.35
8_23_2013-03-29,9643.78
8_23_2013-04-05,8933.99
8_23_2013-04-12,5843.21
8_23_2013-04-19,11331.22
8_23_2013-04-26,1819.19
8_23_2013-05-03,9719.13
8_23_2013-05-10,5806.07
8_23_2013-05-17,5785.83
8_23_2013-05-24,11483.38
8_23_2013-05-31,11617.79
8_23_2013-06-07,8981.33
8_23_2013-06-14,7475.61
8_23_2013-06-21,6743.14
8_23_2013-06-28,6792.22
8_23_2013-07-05,5185.81
8_23_2013-07-12,12218.84
8_23_2013-07-19,4652.17
8_23_2013-07-26,8491.33
8_24_2012-11-02,8854.73
8_24_2012-11-09,11404.99
8_24_2012-11-16,9862.0
8_24_2012-11-23,9896.96
8_24_2012-11-30,4106.11
8_24_2012-12-07,8890.22
8_24_2012-12-14,10109.52
8_24_2012-12-21,2852.49
8_24_2012-12-28,9461.43
8_24_2013-01-04,4092.72
8_24_2013-01-11,6415.77
8_24_2013-01-18,1821.77
8_24_2013-01-25,1900.93
8_24_2013-02-01,2289.28
8_24_2013-02-08,9046.37
8_24_2013-02-15,6658.27
8_24_2013-02-22,11480.62
8_24_2013-03-01,9071.19
8_24_2013-03-08,7567.93
8_24_2013-03-15,5564.71
8_24_2013-03-22,8742.36
8_24_2013-03-29,4118.17
8_24_2013-04-05,3480.64
8_24_2013-04-12,9084.64
8_24_2013-04-19,6388.23
8_24_2013-04-26,2320.9
8_24_2013-05-03,6046.4
8_24_2013-05-10,10108.3
8_24_2013-05-17,9704.7
8_24_2013-05-24,6651.65
8_24_2013-05-31,2846.26
8_24_2013-06-07,5170.44
8_24_2013-06-14,6895.08
8_24_2013-06-21,12546.44
8_24_2013-06-28,6629.15
8_24_2013-07-05,9511.76
8_24_2013-07-12,7583.06
8_24_2013-07-19,8431.52
8_24_2013-07-26,8570.23
8_25_2012-11-02,1165.54
8_25_2012-11-09,12134.55
8_25_2012-11-16,10216.3
8_25_2012-11-23,9286.02
8_25_2012-11-30,6598.14
8_25_2012-12-07,7880.36
8_25_2012-12-14,8958.79
8_25_2012-12-21,3889.01
8_25_2012-12-28,2028.21
8_25_2013-01-04,8207.71
8_25_2013-01-11,7471.22
8_25_2013-01-18,5795.67
8_25_2013-01-25,3049.23
8_25_2013-02-01,6376.47
8_25_2013-02-08,7742.97
8_25_2013-02-15,9753.24
8_25_2013-02-22,6346.74
8_25_2013-03-01,7309.05
8_25_2013-03-08,6669.77
8_25_2013-03-15,2552.19
8_25_2013-03-22,6540.24
8_25_2013-03-29,7403.45
8_25_2013-04-05,8140.95
8_25_2013-04-12,10542.87
8_25_2013-04-19,592.04
8_25_2013-04-26,2680.5
8_25_2013-05-03,6403.13
8_25_2013-05-10,12097.03
8_25_2013-05-17,4000.52
